"","station_code","stations","line","line_code","line_number","score","Reachable_Stations"
"45","DT13","Rochor","Downtown Line","DTL",13,0.283943371632356,"BUGIS MRT STATION (DT14)/BUGIS MRT STATION (EW12)/JALAN BESAR MRT STATION (DT22)/LITTLE INDIA MRT STATION (DT12)/LITTLE INDIA MRT STATION (NE7)/BUGIS MRT STATION/LITTLE INDIA MRT STATION/CHINATOWN MRT STATION (DT19)/KALLANG MRT STATION (EW10)/CHINATOWN MRT STATION (NE4)/CLARKE QUAY MRT STATION (NE5)/CITY HALL MRT STATION (EW13 / NS25)/BENCOOLEN MRT STATION (DT21)/BRAS BASAH MRT STATION (CC2)/ESPLANADE MRT STATION (CC3)/FORT CANNING MRT STATION (DT20)/LAVENDER MRT STATION (EW11)/CHINATOWN MRT STATION/CLARKE QUAY MRT STATION/CITY HALL MRT STATION/LAVENDER MRT STATION/SOMERSET MRT STATION (NS23)/BENDEMEER MRT STATION (DT23)/DHOBY GHAUT MRT STATION (NS24)/DHOBY GHAUT MRT STATION (CC1)/DHOBY GHAUT MRT STATION (NE6)/SOMERSET MRT STATION/PROMENADE MRT STATION (DT15)/NICOLL HIGHWAY MRT STATION (CC5)/FARRER PARK MRT STATION (NE8)/FARRER PARK MRT STATION/BOON KENG MRT STATION (NE9)/BOON KENG MRT STATION/NOVENA MRT STATION (NS20)/NEWTON MRT STATION (DT11)/NEWTON MRT STATION (NS21)/NEWTON MRT STATION/RAFFLES PLACE MRT STATION (EW14 / NS26)/PROMENADE MRT STATION (CC4)"
"46","DT14","Bugis","Downtown Line","DTL",14,1,"RAFFLES PLACE MRT STATION (EW14 / NS26)/ROCHOR MRT STATION (DT13)/CITY HALL MRT STATION (EW13 / NS25)/BENCOOLEN MRT STATION (DT21)/BRAS BASAH MRT STATION (CC2)/BUGIS MRT STATION (DT14)/BUGIS MRT STATION (EW12)/ESPLANADE MRT STATION (CC3)/FARRER PARK MRT STATION (NE8)/JALAN BESAR MRT STATION (DT22)/LAVENDER MRT STATION (EW11)/RAFFLES PLACE MRT STATION/CITY HALL MRT STATION/FARRER PARK MRT STATION/LAVENDER MRT STATION/PROMENADE MRT STATION (DT15)/BENDEMEER MRT STATION (DT23)/CHINATOWN MRT STATION (DT19)/CHINATOWN MRT STATION (NE4)/CLARKE QUAY MRT STATION (NE5)/FORT CANNING MRT STATION (DT20)/CHINATOWN MRT STATION/CLARKE QUAY MRT STATION/MAXWELL MRT STATION (TE18)/LITTLE INDIA MRT STATION (DT12)/LITTLE INDIA MRT STATION (NE7)/LITTLE INDIA MRT STATION/OUTRAM PARK MRT STATION (NE3)/OUTRAM PARK MRT STATION (EW16)/OUTRAM PARK MRT STATION (TE17)/OUTRAM PARK MRT STATION/PROMENADE MRT STATION (CC4)/TELOK AYER MRT STATION (DT18)/SOMERSET MRT STATION (NS23)/DHOBY GHAUT MRT STATION (NS24)/DHOBY GHAUT MRT STATION (CC1)/DHOBY GHAUT MRT STATION (NE6)/SOMERSET MRT STATION/KALLANG MRT STATION (EW10)/NICOLL HIGHWAY MRT STATION (CC5)/BOON KENG MRT STATION (NE9)/SHENTON WAY MRT STATION (TE19)/DOWNTOWN MRT STATION (DT17)/BOON KENG MRT STATION/NEWTON MRT STATION (DT11)/NEWTON MRT STATION (NS21)/NEWTON MRT STATION/NOVENA MRT STATION (NS20)"
"47","DT15","Promenade","Downtown Line","DTL",15,0.413803866202779,"NICOLL HIGHWAY MRT STATION (CC5)/PROMENADE MRT STATION (DT15)/CITY HALL MRT STATION (EW13 / NS25)/BUGIS MRT STATION (DT14)/BUGIS MRT STATION (EW12)/ESPLANADE MRT STATION (CC3)/BUGIS MRT STATION/CITY HALL MRT STATION/CLARKE QUAY MRT STATION (NE5)/FORT CANNING MRT STATION (DT20)/CLARKE QUAY MRT STATION/DHOBY GHAUT MRT STATION (NS24)/DHOBY GHAUT MRT STATION (CC1)/BENCOOLEN MRT STATION (DT21)/BRAS BASAH MRT STATION (CC2)/ROCHOR MRT STATION (DT13)/BAYFRONT MRT STATION (DT16 / CE1)/DHOBY GHAUT MRT STATION (NE6)/JALAN BESAR MRT STATION (DT22)/LAVENDER MRT STATION (EW11)/LAVENDER MRT STATION/SHENTON WAY MRT STATION (TE19)/DOWNTOWN MRT STATION (DT17)/RAFFLES PLACE MRT STATION (EW14 / NS26)/TELOK AYER MRT STATION (DT18)/RAFFLES PLACE MRT STATION/MARINA BAY MRT STATION (CE2)/MARINA BAY MRT STATION (NS27)/MARINA BAY MRT STATION/MARINA BAY MRT STATION (TE20)"
"48","DT16","Bayfront","Downtown Line","DTL",16,0.158193688225927,"MARINA BAY MRT STATION (CE2)/MARINA BAY MRT STATION (NS27)/SHENTON WAY MRT STATION (TE19)/DOWNTOWN MRT STATION (DT17)/PROMENADE MRT STATION (DT15)/RAFFLES PLACE MRT STATION (EW14 / NS26)/TELOK AYER MRT STATION (DT18)/PRINCE EDWARD ROAD MRT STATION (CC32)/TANJONG PAGAR MRT STATION (EW15)/MARINA BAY MRT STATION/RAFFLES PLACE MRT STATION/GARDENS BY THE BAY MRT STATION (TE22)/MARINA SOUTH MRT STATION (TE21)/MAXWELL MRT STATION (TE18)/PROMENADE MRT STATION (CC4)/CITY HALL MRT STATION (EW13 / NS25)/BRAS BASAH MRT STATION (CC2)/ESPLANADE MRT STATION (CC3)/CITY HALL MRT STATION/BENCOOLEN MRT STATION (DT21)/BUGIS MRT STATION (DT14)/MARINA BAY MRT STATION (TE20)"
"49","DT17","Downtown","Downtown Line","DTL",17,0.243443440139525,"SHENTON WAY MRT STATION (TE19)/RAFFLES PLACE MRT STATION (EW14 / NS26)/TELOK AYER MRT STATION (DT18)/CANTONMENT MRT STATION (CC31)/MAXWELL MRT STATION (TE18)/PRINCE EDWARD ROAD MRT STATION (CC32)/TANJONG PAGAR MRT STATION (EW15)/CITY HALL MRT STATION (EW13 / NS25)/BRAS BASAH MRT STATION (CC2)/ESPLANADE MRT STATION (CC3)/RAFFLES PLACE MRT STATION/CITY HALL MRT STATION/BUGIS MRT STATION (DT14)/BUGIS MRT STATION (EW12)/BUGIS MRT STATION/PROMENADE MRT STATION (CC4)/BENCOOLEN MRT STATION (DT21)/PROMENADE MRT STATION (DT15)/CHINATOWN MRT STATION (DT19)/CHINATOWN MRT STATION (NE4)/CLARKE QUAY MRT STATION (NE5)/CHINATOWN MRT STATION/CLARKE QUAY MRT STATION/OUTRAM PARK MRT STATION (NE3)/OUTRAM PARK MRT STATION (EW16)/OUTRAM PARK MRT STATION (TE17)/OUTRAM PARK MRT STATION/MARINA BAY MRT STATION (CE2)/MARINA BAY MRT STATION (NS27)/BAYFRONT MRT STATION (DT16 / CE1)/MARINA BAY MRT STATION/MARINA BAY MRT STATION (TE20)/MARINA SOUTH MRT STATION (TE21)/GARDENS BY THE BAY MRT STATION (TE22)/MARINA SOUTH PIER MRT STATION (NS28)"
"50","DT18","Telok Ayer","Downtown Line","DTL",18,0.324887092493828,"SHENTON WAY MRT STATION (TE19)/DOWNTOWN MRT STATION (DT17)/RAFFLES PLACE MRT STATION (EW14 / NS26)/CANTONMENT MRT STATION (CC31)/MAXWELL MRT STATION (TE18)/PRINCE EDWARD ROAD MRT STATION (CC32)/TANJONG PAGAR MRT STATION (EW15)/CITY HALL MRT STATION (EW13 / NS25)/BRAS BASAH MRT STATION (CC2)/ESPLANADE MRT STATION (CC3)/RAFFLES PLACE MRT STATION/CITY HALL MRT STATION/BUGIS MRT STATION (DT14)/BUGIS MRT STATION (EW12)/BUGIS MRT STATION/PROMENADE MRT STATION (CC4)/BENCOOLEN MRT STATION (DT21)/PROMENADE MRT STATION (DT15)/CHINATOWN MRT STATION (DT19)/CHINATOWN MRT STATION (NE4)/CLARKE QUAY MRT STATION (NE5)/HAVELOCK MRT STATION (TE16)/GREAT WORLD MRT STATION (TE15)/CHINATOWN MRT STATION/CLARKE QUAY MRT STATION/OUTRAM PARK MRT STATION (NE3)/OUTRAM PARK MRT STATION (EW16)/OUTRAM PARK MRT STATION (TE17)/OUTRAM PARK MRT STATION/MARINA BAY MRT STATION (CE2)/MARINA BAY MRT STATION (NS27)/BAYFRONT MRT STATION (DT16 / CE1)/MARINA BAY MRT STATION/MARINA BAY MRT STATION (TE20)/MARINA SOUTH MRT STATION (TE21)/GARDENS BY THE BAY MRT STATION (TE22)/DHOBY GHAUT MRT STATION (NS24)/DHOBY GHAUT MRT STATION (CC1)"
"51","DT19","Chinatown","Downtown Line","DTL",19,0.747555305079175,"CHINATOWN MRT STATION (DT19)/CANTONMENT MRT STATION (CC31)/CHINATOWN MRT STATION (NE4)/CLARKE QUAY MRT STATION (NE5)/KEPPEL MRT STATION (CC30)/MAXWELL MRT STATION (TE18)/OUTRAM PARK MRT STATION (NE3)/OUTRAM PARK MRT STATION (EW16)/OUTRAM PARK MRT STATION (TE17)/CITY HALL MRT STATION (EW13 / NS25)/BRAS BASAH MRT STATION (CC2)/FORT CANNING MRT STATION (DT20)/CLARKE QUAY MRT STATION/OUTRAM PARK MRT STATION/CITY HALL MRT STATION/DHOBY GHAUT MRT STATION (NS24)/DHOBY GHAUT MRT STATION (CC1)/DHOBY GHAUT MRT STATION (NE6)/HAVELOCK MRT STATION (TE16)/TIONG BAHRU MRT STATION (EW17)/BENCOOLEN MRT STATION (DT21)/ESPLANADE MRT STATION (CC3)/TIONG BAHRU MRT STATION/SHENTON WAY MRT STATION (TE19)/DOWNTOWN MRT STATION (DT17)/RAFFLES PLACE MRT STATION (EW14 / NS26)/TELOK AYER MRT STATION (DT18)/GREAT WORLD MRT STATION (TE15)/RAFFLES PLACE MRT STATION/BUGIS MRT STATION (DT14)/BUGIS MRT STATION (EW12)/BUGIS MRT STATION/PRINCE EDWARD ROAD MRT STATION (CC32)/TANJONG PAGAR MRT STATION (EW15)/SOMERSET MRT STATION/ROCHOR MRT STATION (DT13)/JALAN BESAR MRT STATION (DT22)/SOMERSET MRT STATION (NS23)"
"52","DT20","Fort Canning","Downtown Line","DTL",20,0.270700093360771,"PROMENADE MRT STATION (DT15)/CLARKE QUAY MRT STATION (NE5)/CITY HALL MRT STATION (EW13 / NS25)/ESPLANADE MRT STATION (CC3)/GREAT WORLD MRT STATION (TE15)/SOMERSET MRT STATION/CLARKE QUAY MRT STATION/CITY HALL MRT STATION/BRAS BASAH MRT STATION (CC2)/BUGIS MRT STATION (DT14)/BUGIS MRT STATION (EW12)/BUGIS MRT STATION/CHINATOWN MRT STATION (DT19)/CHINATOWN MRT STATION (NE4)/MAXWELL MRT STATION (TE18)/OUTRAM PARK MRT STATION (NE3)/OUTRAM PARK MRT STATION (EW16)/OUTRAM PARK MRT STATION (TE17)/CHINATOWN MRT STATION/OUTRAM PARK MRT STATION/SOMERSET MRT STATION (NS23)/PROMENADE MRT STATION (CC4)/ROCHOR MRT STATION (DT13)/BENCOOLEN MRT STATION (DT21)/JALAN BESAR MRT STATION (DT22)/CANTONMENT MRT STATION (CC31)/DHOBY GHAUT MRT STATION (NS24)/DHOBY GHAUT MRT STATION (CC1)/DHOBY GHAUT MRT STATION (NE6)/TANJONG PAGAR MRT STATION (EW15)/LITTLE INDIA MRT STATION (DT12)/LITTLE INDIA MRT STATION (NE7)/LITTLE INDIA MRT STATION/HAVELOCK MRT STATION (TE16)/ORCHARD MRT STATION (NS22)/ORCHARD MRT STATION (TE14)/TIONG BAHRU MRT STATION (EW17)/TIONG BAHRU MRT STATION"
"53","DT21","Bencoolen","Downtown Line","DTL",21,0.396167631847592,"CHINATOWN MRT STATION (DT19)/CHINATOWN MRT STATION (NE4)/CLARKE QUAY MRT STATION (NE5)/MAXWELL MRT STATION (TE18)/ROCHOR MRT STATION (DT13)/CITY HALL MRT STATION (EW13 / NS25)/BRAS BASAH MRT STATION (CC2)/BUGIS MRT STATION (DT14)/BUGIS MRT STATION (EW12)/ESPLANADE MRT STATION (CC3)/FORT CANNING MRT STATION (DT20)/JALAN BESAR MRT STATION (DT22)/LAVENDER MRT STATION (EW11)/CHINATOWN MRT STATION/CLARKE QUAY MRT STATION/BUGIS MRT STATION/CITY HALL MRT STATION/LAVENDER MRT STATION/SOMERSET MRT STATION (NS23)/BENDEMEER MRT STATION (DT23)/DHOBY GHAUT MRT STATION (NS24)/DHOBY GHAUT MRT STATION (CC1)/DHOBY GHAUT MRT STATION (NE6)/SOMERSET MRT STATION/RAFFLES PLACE MRT STATION (EW14 / NS26)/FARRER PARK MRT STATION (NE8)/RAFFLES PLACE MRT STATION/FARRER PARK MRT STATION/PROMENADE MRT STATION (DT15)/LITTLE INDIA MRT STATION (DT12)/LITTLE INDIA MRT STATION (NE7)/LITTLE INDIA MRT STATION/OUTRAM PARK MRT STATION (NE3)/OUTRAM PARK MRT STATION (EW16)/OUTRAM PARK MRT STATION (TE17)/OUTRAM PARK MRT STATION/PROMENADE MRT STATION (CC4)/TELOK AYER MRT STATION (DT18)/SHENTON WAY MRT STATION (TE19)/DOWNTOWN MRT STATION (DT17)/BAYFRONT MRT STATION (DT16 / CE1)/NICOLL HIGHWAY MRT STATION (CC5)/BOON KENG MRT STATION (NE9)/BOON KENG MRT STATION/NOVENA MRT STATION (NS20)/ORCHARD MRT STATION (NS22)/ORCHARD MRT STATION (TE14)"
"54","DT22","Jalan Besar","Downtown Line","DTL",22,0.276419878408858,"CHINATOWN MRT STATION (DT19)/KALLANG MRT STATION (EW10)/CHINATOWN MRT STATION (NE4)/CLARKE QUAY MRT STATION (NE5)/CITY HALL MRT STATION (EW13 / NS25)/BENCOOLEN MRT STATION (DT21)/BRAS BASAH MRT STATION (CC2)/BUGIS MRT STATION (DT14)/BUGIS MRT STATION (EW12)/ESPLANADE MRT STATION (CC3)/LAVENDER MRT STATION (EW11)/CHINATOWN MRT STATION/CLARKE QUAY MRT STATION/BUGIS MRT STATION/CITY HALL MRT STATION/LAVENDER MRT STATION/BENDEMEER MRT STATION (DT23)/ROCHOR MRT STATION (DT13)/PROMENADE MRT STATION (CC4)/PROMENADE MRT STATION (DT15)/LITTLE INDIA MRT STATION (DT12)/LITTLE INDIA MRT STATION (NE7)/LITTLE INDIA MRT STATION/FARRER PARK MRT STATION (NE8)/FARRER PARK MRT STATION/FORT CANNING MRT STATION (DT20)/DHOBY GHAUT MRT STATION (NS24)/DHOBY GHAUT MRT STATION (CC1)/DHOBY GHAUT MRT STATION (NE6)/BOON KENG MRT STATION (NE9)/BOON KENG MRT STATION/SOMERSET MRT STATION (NS23)/SOMERSET MRT STATION/NEWTON MRT STATION (DT11)/NEWTON MRT STATION (NS21)/NEWTON MRT STATION/NOVENA MRT STATION (NS20)/NICOLL HIGHWAY MRT STATION (CC5)"
"55","DT23","Bendemeer","Downtown Line","DTL",23,0.185861373275558,"JALAN BESAR MRT STATION (DT22)/LAVENDER MRT STATION (EW11)/LAVENDER MRT STATION/KALLANG MRT STATION (EW10)/FARRER PARK MRT STATION (NE8)/BOON KENG MRT STATION (NE9)/FARRER PARK MRT STATION/ROCHOR MRT STATION (DT13)/LITTLE INDIA MRT STATION (DT12)/LITTLE INDIA MRT STATION (NE7)/LITTLE INDIA MRT STATION/BOON KENG MRT STATION/BUGIS MRT STATION (DT14)/BUGIS MRT STATION (EW12)/BUGIS MRT STATION/BENCOOLEN MRT STATION (DT21)/BRAS BASAH MRT STATION (CC2)/DHOBY GHAUT MRT STATION (NS24)/DHOBY GHAUT MRT STATION (CC1)/ESPLANADE MRT STATION (CC3)/NICOLL HIGHWAY MRT STATION (CC5)/GEYLANG BAHRU MRT STATION (DT24)/CITY HALL MRT STATION (EW13 / NS25)/CITY HALL MRT STATION/ALJUNIED MRT STATION (EW9)/POTONG PASIR MRT STATION (NE10)/POTONG PASIR MRT STATION"
"56","DT24","Geylang Bahru","Downtown Line","DTL",24,0.0466735796712488,"BENDEMEER MRT STATION (DT23)/LAVENDER MRT STATION (EW11)/LAVENDER MRT STATION/KALLANG MRT STATION (EW10)/POTONG PASIR MRT STATION (NE10)/POTONG PASIR MRT STATION/BOON KENG MRT STATION (NE9)/BOON KENG MRT STATION/WOODLEIGH MRT STATION (NE11)/WOODLEIGH MRT STATION"
"57","DT25","Mattar","Downtown Line","DTL",25,0.0674693888789337,"KALLANG MRT STATION (EW10)/ALJUNIED MRT STATION (EW9)/WOODLEIGH MRT STATION (NE11)/WOODLEIGH MRT STATION/POTONG PASIR MRT STATION (NE10)/POTONG PASIR MRT STATION/MACPHERSON MRT STATION (DT26)/PAYA LEBAR MRT STATION (CC9)/MACPHERSON MRT STATION (CC10)/PAYA LEBAR MRT STATION (EW8)/MACPHERSON MRT STATION/TAI SENG MRT STATION (CC11)/UBI MRT STATION (DT27)"
"58","DT26","MacPherson","Downtown Line","DTL",26,0.213327641214258,"KAKI BUKIT MRT STATION (DT28)/UBI MRT STATION (DT27)/TAI SENG MRT STATION (CC11)/BARTLEY MRT STATION (CC12)/BARTLEY MRT STATION/MACPHERSON MRT STATION (DT26)/PAYA LEBAR MRT STATION (CC9)/MACPHERSON MRT STATION (CC10)/PAYA LEBAR MRT STATION (EW8)/MATTAR MRT STATION (DT25)/ALJUNIED MRT STATION (EW9)/DAKOTA MRT STATION (CC8)/DAKOTA MRT STATION/EUNOS MRT STATION (EW7)"
"59","DT27","Ubi","Downtown Line","DTL",27,0.0578462235339734,"KAKI BUKIT MRT STATION (DT28)/TAI SENG MRT STATION (CC11)/MACPHERSON MRT STATION/EUNOS MRT STATION (EW7)/KIM CHUAN UNDERGROUND MRT DEPOT/BEDOK NORTH MRT STATION (DT29)/MACPHERSON MRT STATION (DT26)/MACPHERSON MRT STATION (CC10)/PAYA LEBAR MRT STATION (CC9)/PAYA LEBAR MRT STATION (EW8)/MATTAR MRT STATION (DT25)"
"60","DT28","Kaki Bukit","Downtown Line","DTL",28,0.0254093683295475,"BEDOK NORTH MRT STATION (DT29)/UBI MRT STATION (DT27)/EUNOS MRT STATION (EW7)/MACPHERSON MRT STATION/KIM CHUAN UNDERGROUND MRT DEPOT"
"61","DT29","Bedok North","Downtown Line","DTL",29,0.0239025878823607,"KAKI BUKIT MRT STATION (DT28)/BEDOK RESERVOIR MRT STATION (DT30)/UBI MRT STATION (DT27)/BEDOK MRT STATION (EW5)"
"62","DT30","Bedok Reservoir","Downtown Line","DTL",30,0.0306002680422182,"TAMPINES WEST MRT STATION (DT31)/BEDOK MRT STATION (EW5)/BEDOK NORTH MRT STATION (DT29)/TAMPINES MRT STATION (DT32)/TAMPINES MRT STATION (EW2)/TANAH MERAH MRT STATION (EW4)"
"63","DT31","Tampines West","Downtown Line","DTL",31,0.0323910092238722,"TAMPINES MRT STATION (DT32)/TAMPINES MRT STATION (EW2)/BEDOK RESERVOIR MRT STATION (DT30)/TAMPINES EAST MRT STATION (DT33)/SIMEI MRT STATION (EW3)"
"64","DT32","Tampines","Downtown Line","DTL",32,0.0574731535311817,"TAMPINES MRT STATION (EW2)/TAMPINES WEST MRT STATION (DT31)/TAMPINES EAST MRT STATION (DT33)/BEDOK RESERVOIR MRT STATION (DT30)/PASIR RIS MRT STATION (EW1)"
"65","DT33","Tampines East","Downtown Line","DTL",33,0.0431091105015637,"PASIR RIS EAST MRT STATION (CR4)/SIMEI MRT STATION (EW3)/UPPER CHANGI MRT STATION (DT34)/TAMPINES MRT STATION (DT32)/TAMPINES MRT STATION (EW2)/EXPO MRT STATION (DT35)/EXPO MRT STATION (CG1)/TAMPINES WEST MRT STATION (DT31)"
"66","DT34","Upper Changi","Downtown Line","DTL",34,0.028726948081802,"EXPO MRT STATION (DT35)/EXPO MRT STATION (CG1)/TAMPINES EAST MRT STATION (DT33)/SIMEI MRT STATION (EW3)/TANAH MERAH MRT STATION (EW4)/XILIN MRT STATION (DT36)"
"67","DT35","Expo","Downtown Line","DTL",35,0.0473050702901776,"EXPO MRT STATION (DT35)/TAMPINES EAST MRT STATION (DT33)/SIMEI MRT STATION (EW3)/UPPER CHANGI MRT STATION (DT34)/TANAH MERAH MRT STATION (EW4)/XILIN MRT STATION (DT36)"
"68","EW1","Pasir Ris","East West Line","EWL",1,0.019898260766188,"PASIR RIS EAST MRT STATION (CR4)/TAMPINES MRT STATION (DT32)/TAMPINES MRT STATION (EW2)"
"69","EW2","Tampines","East West Line","EWL",2,0.0574731535311817,"TAMPINES MRT STATION (EW2)/TAMPINES WEST MRT STATION (DT31)/TAMPINES EAST MRT STATION (DT33)/BEDOK RESERVOIR MRT STATION (DT30)/PASIR RIS MRT STATION (EW1)"
"70","EW3","Simei","East West Line","EWL",3,0.0272876790730304,"UPPER CHANGI MRT STATION (DT34)/TAMPINES EAST MRT STATION (DT33)/EXPO MRT STATION (DT35)/EXPO MRT STATION (CG1)/TAMPINES WEST MRT STATION (DT31)/TANAH MERAH MRT STATION (EW4)"
"71","EW4","Tanah Merah","East West Line","EWL",4,0.0472156918181109,"SUNGEI BEDOK MRT STATION (TE31 / DT37)/BEDOK MRT STATION (EW5)/BEDOK SOUTH MRT STATION (TE30)/BEDOK RESERVOIR MRT STATION (DT30)/BAYSHORE MRT STATION (TE29)/EXPO MRT STATION (CG1)/SIMEI MRT STATION (EW3)/EXPO MRT STATION (DT35)/UPPER CHANGI MRT STATION (DT34)/XILIN MRT STATION (DT36)"
"72","EW5","Bedok","East West Line","EWL",5,0.0356401453687001,"BEDOK RESERVOIR MRT STATION (DT30)/KEMBANGAN MRT STATION (EW6)/BEDOK NORTH MRT STATION (DT29)/TANAH MERAH MRT STATION (EW4)/SIGLAP MRT STATION (TE28)/BAYSHORE MRT STATION (TE29)"
"73","EW6","Kembangan","East West Line","EWL",6,0.0289197159041018,"PAYA LEBAR MRT STATION (CC9)/PAYA LEBAR MRT STATION (EW8)/EUNOS MRT STATION (EW7)/BEDOK MRT STATION (EW5)/MARINE TERRACE MRT STATION (TE27)"
"74","EW7","Eunos","East West Line","EWL",7,0.0759778683438589,"PAYA LEBAR MRT STATION (CC9)/PAYA LEBAR MRT STATION (EW8)/ALJUNIED MRT STATION (EW9)/KEMBANGAN MRT STATION (EW6)/UBI MRT STATION (DT27)/MACPHERSON MRT STATION (DT26)/MACPHERSON MRT STATION (CC10)/MACPHERSON MRT STATION/DAKOTA MRT STATION (CC8)/DAKOTA MRT STATION/MARINE TERRACE MRT STATION (TE27)/KAKI BUKIT MRT STATION (DT28)/MARINE PARADE MRT STATION (TE26)"
"75","EW8","Paya Lebar","East West Line","EWL",8,0.185929453937761,"KALLANG MRT STATION (EW10)/ALJUNIED MRT STATION (EW9)/PAYA LEBAR MRT STATION (EW8)/EUNOS MRT STATION (EW7)/MACPHERSON MRT STATION (DT26)/MACPHERSON MRT STATION (CC10)/MACPHERSON MRT STATION/MATTAR MRT STATION (DT25)/UBI MRT STATION (DT27)/TAI SENG MRT STATION (CC11)/DAKOTA MRT STATION (CC8)/DAKOTA MRT STATION/MOUNTBATTEN MRT STATION (CC7)/MOUNTBATTEN MRT STATION/KEMBANGAN MRT STATION (EW6)/TANJONG KATONG MRT STATION (TE25)"
"76","EW9","Aljunied","East West Line","EWL",9,0.0791754139091327,"KALLANG MRT STATION (EW10)/MATTAR MRT STATION (DT25)/PAYA LEBAR MRT STATION (CC9)/PAYA LEBAR MRT STATION (EW8)/MOUNTBATTEN MRT STATION (CC7)/MOUNTBATTEN MRT STATION/BENDEMEER MRT STATION (DT23)/MACPHERSON MRT STATION (DT26)/MACPHERSON MRT STATION (CC10)/MACPHERSON MRT STATION/EUNOS MRT STATION (EW7)/POTONG PASIR MRT STATION (NE10)/POTONG PASIR MRT STATION/TAI SENG MRT STATION (CC11)"
"77","EW10","Kallang","East West Line","EWL",10,0.144747829439573,"MOUNTBATTEN MRT STATION (CC7)/MOUNTBATTEN MRT STATION/GEYLANG BAHRU MRT STATION (DT24)/BENDEMEER MRT STATION (DT23)/LAVENDER MRT STATION (EW11)/LAVENDER MRT STATION/NICOLL HIGHWAY MRT STATION (CC5)/BOON KENG MRT STATION (NE9)/BOON KENG MRT STATION/BUGIS MRT STATION (DT14)/ALJUNIED MRT STATION (EW9)/ROCHOR MRT STATION (DT13)/BUGIS MRT STATION (EW12)/JALAN BESAR MRT STATION (DT22)/BUGIS MRT STATION/FARRER PARK MRT STATION (NE8)/FARRER PARK MRT STATION/DAKOTA MRT STATION (CC8)/MATTAR MRT STATION (DT25)/PAYA LEBAR MRT STATION (CC9)/PAYA LEBAR MRT STATION (EW8)/DAKOTA MRT STATION/STADIUM MRT STATION (CC6)/KATONG PARK MRT STATION (TE24)"
"78","EW11","Lavender","East West Line","EWL",11,0.295148299421014,"NICOLL HIGHWAY MRT STATION (CC5)/BENDEMEER MRT STATION (DT23)/CITY HALL MRT STATION (EW13 / NS25)/BUGIS MRT STATION (DT14)/BUGIS MRT STATION (EW12)/ESPLANADE MRT STATION (CC3)/LAVENDER MRT STATION (EW11)/BUGIS MRT STATION/CITY HALL MRT STATION/PROMENADE MRT STATION (CC4)/PROMENADE MRT STATION (DT15)/KALLANG MRT STATION (EW10)/ROCHOR MRT STATION (DT13)/BENCOOLEN MRT STATION (DT21)/BRAS BASAH MRT STATION (CC2)/JALAN BESAR MRT STATION (DT22)/BOON KENG MRT STATION (NE9)/BOON KENG MRT STATION/DHOBY GHAUT MRT STATION (NS24)/DHOBY GHAUT MRT STATION (CC1)/DHOBY GHAUT MRT STATION (NE6)/GEYLANG BAHRU MRT STATION (DT24)/FARRER PARK MRT STATION (NE8)/FARRER PARK MRT STATION/LITTLE INDIA MRT STATION (NE7)/LITTLE INDIA MRT STATION"
