"station_code","stations","line","line_code","line_number","join_station","is_interchange","avg_bus_score","avg_walk_score","Score","Reachable_Stations","Reachable_Count","MRT_Score","avg_mrt_score"
"NE4","Chinatown","North East Line","NEL",4,"chinatown",1,0.554983411209192,0.0380952380952381,0.592216920337077,"CHINATOWN MRT STATION (DT19)/CANTONMENT MRT STATION (CC31)/CHINATOWN MRT STATION (NE4)/CLARKE QUAY MRT STATION (NE5)/KEPPEL MRT STATION (CC30)/MAXWELL MRT STATION (TE18)/OUTRAM PARK MRT STATION (NE3)/OUTRAM PARK MRT STATION (EW16)/OUTRAM PARK MRT STATION (TE17)/CITY HALL MRT STATION (EW13 / NS25)/BRAS BASAH MRT STATION (CC2)/FORT CANNING MRT STATION (DT20)/CLARKE QUAY MRT STATION/OUTRAM PARK MRT STATION/CITY HALL MRT STATION/DHOBY GHAUT MRT STATION (NS24)/DHOBY GHAUT MRT STATION (CC1)/DHOBY GHAUT MRT STATION (NE6)/HAVELOCK MRT STATION (TE16)/TIONG BAHRU MRT STATION (EW17)/BENCOOLEN MRT STATION (DT21)/ESPLANADE MRT STATION (CC3)/TIONG BAHRU MRT STATION/SHENTON WAY MRT STATION (TE19)/DOWNTOWN MRT STATION (DT17)/RAFFLES PLACE MRT STATION (EW14 / NS26)/TELOK AYER MRT STATION (DT18)/GREAT WORLD MRT STATION (TE15)/RAFFLES PLACE MRT STATION/BUGIS MRT STATION (DT14)/BUGIS MRT STATION (EW12)/BUGIS MRT STATION/PRINCE EDWARD ROAD MRT STATION (CC32)/TANJONG PAGAR MRT STATION (EW15)/SOMERSET MRT STATION/ROCHOR MRT STATION (DT13)/JALAN BESAR MRT STATION (DT22)/SOMERSET MRT STATION (NS23)",38,0.791666666666667,0.798611111111111
"NE5","Clarke Quay","North East Line","NEL",5,"clarkequay",0,0.562698401218331,0.0222222222222222,0.119206346910333,NA,0,0,0
"NE6","Dhoby Ghaut","North East Line","NEL",6,"dhobyghaut",1,0.61542794822742,0.0318181818181818,0.482631044190939,NA,0,0,0
"NE7","Little India","North East Line","NEL",7,"littleindia",1,0.496746707230528,0,0.449349341446106,NA,0,0,0
"NE8","Farrer Park","North East Line","NEL",8,"farrerpark",0,0.45228194157251,0,0.0904563883145019,NA,0,0,0
"NE9","Boon Keng","North East Line","NEL",9,"boonkeng",0,0.489735648300937,0,0.0979471296601874,NA,0,0,0
"NE10","Potong Pasir","North East Line","NEL",10,"potongpasir",0,0.511744169547766,0.00666666666666667,0.104348833909553,NA,0,0,0
"NE11","Woodleigh","North East Line","NEL",11,"woodleigh",0,0.422584794918667,0.00952380952380952,0.131124101840876,"BOON KENG MRT STATION (NE9)/POTONG PASIR MRT STATION (NE10)/WOODLEIGH MRT STATION (NE11)/BOON KENG MRT STATION/POTONG PASIR MRT STATION/LORONG CHUAN MRT STATION (CC14)/SERANGOON MRT STATION (CC13)/SERANGOON MRT STATION (NE12)/LORONG CHUAN MRT STATION/SERANGOON MRT STATION/BARTLEY MRT STATION (CC12)/BARTLEY MRT STATION/GEYLANG BAHRU MRT STATION (DT24)/MATTAR MRT STATION (DT25)",14,0.291666666666667,0.291666666666667
"NE12","Serangoon","North East Line","NEL",12,"serangoon",1,0.537303479978212,0,0.496002362662309,"SERANGOON MRT STATION (CC13)/WOODLEIGH MRT STATION (NE11)/SERANGOON MRT STATION (NE12)/WOODLEIGH MRT STATION/POTONG PASIR MRT STATION (NE10)/KOVAN MRT STATION/POTONG PASIR MRT STATION/LORONG CHUAN MRT STATION (CC14)/LORONG CHUAN MRT STATION/KOVAN MRT STATION (NE13)/BARTLEY MRT STATION (CC12)/BARTLEY MRT STATION",12,0.25,0.256944444444444
"NE13","Kovan","North East Line","NEL",13,"kovan",0,0.476360443737874,0,0.120272088747575,"SERANGOON MRT STATION (CC13)/KOVAN MRT STATION (NE13)/HOUGANG MRT STATION (NE14)/SERANGOON MRT STATION (NE12)/SERANGOON MRT STATION/HOUGANG MRT STATION/BARTLEY MRT STATION (CC12)/BARTLEY MRT STATION",8,0.166666666666667,0.166666666666667
"NE14","Hougang","North East Line","NEL",14,"hougang",0,0.557643140600182,0,0.130278628120036,"KOVAN MRT STATION (NE13)/HOUGANG MRT STATION (NE14)/KOVAN MRT STATION/BUANGKOK MRT STATION (NE15)/BUANGKOK MRT STATION/SENGKANG MRT STATION (NE16)",6,0.125,0.125
"NE15","Buangkok","North East Line","NEL",15,"buangkok",0,0.602223964049134,0,0.132944792809827,"SENGKANG MRT STATION (NE16)/BUANGKOK MRT STATION (NE15)/HOUGANG MRT STATION (NE14)/HOUGANG MRT STATION",4,0.0833333333333333,0.0833333333333333
"NE16","Sengkang","North East Line","NEL",16,"sengkang",0,0.616867758713094,0,0.138998551742619,"BUANGKOK MRT STATION (NE15)/BUANGKOK MRT STATION/PUNGGOL MRT STATION (NE17)/HOUGANG MRT STATION (NE14)/HOUGANG MRT STATION",5,0.104166666666667,0.104166666666667
"NE17","Punggol","North East Line","NEL",17,"punggol",0,0.417614825126623,0,0.0897729650253247,"SENGKANG MRT STATION (NE16)/PUNGGOL COAST MRT STATION (NE18)",2,0.0416666666666667,0.0416666666666667
"NE18","Punggol Coast","North East Line","NEL",18,"punggolcoast",0,0.323110934885993,0,0.0646221869771986,NA,0,0,0
"NS1","Jurong East","North South Line","NSL",1,"jurongeast",1,0.607203199707821,0,0.471440639941564,NA,0,0,0
"NS2","Bukit Batok","North South Line","NSL",2,"bukitbatok",0,0.450528854964588,0,0.0901057709929175,NA,0,0,0
"NS3","Bukit Gombak","North South Line","NSL",3,"bukitgombak",0,0.300760409151871,0,0.0601520818303742,NA,0,0,0
"NS4","Choa Chu Kang","North South Line","NSL",4,"choachukang",0,0.51933923156403,0,0.103867846312806,NA,0,0,0
"NS5","Yew Tee","North South Line","NSL",5,"yewtee",0,0.323110934885993,0,0.0646221869771986,NA,0,0,0
"NS7","Kranji","North South Line","NSL",7,"kranji",0,0.512118715367254,0,0.105548743073451,"MARSILING MRT STATION (NS8)",1,0.0208333333333333,0.0208333333333333
"NS8","Marsiling","North South Line","NSL",8,"marsiling",0,0.640148394209067,0,0.137404678841813,"WOODLANDS MRT STATION (TE2)/WOODLANDS MRT STATION (NS9)/KRANJI MRT STATION (NS7)",3,0.0625,0.0625
"NS9","Woodlands","North South Line","NSL",9,"woodlands",1,0.588321063582374,0,0.480164212716475,"WOODLANDS MRT STATION (TE2)/MARSILING MRT STATION (NS8)/ADMIRALTY MRT STATION (NS10)/WOODLANDS SOUTH MRT STATION (TE3)",4,0.0833333333333333,0.0833333333333333
"NS10","Admiralty","North South Line","NSL",10,"admiralty",0,0.370362880006308,0,0.0834475760012616,"WOODLANDS MRT STATION (TE2)/WOODLANDS MRT STATION (NS9)/WOODLANDS SOUTH MRT STATION (TE3)",3,0.0625,0.0625
"NS11","Sembawang","North South Line","NSL",11,"sembawang",0,0.484666402328989,0,0.100058280465798,"CANBERRA MRT STATION (NS12)",1,0.0208333333333333,0.0208333333333333
"NS12","Canberra","North South Line","NSL",12,"canberra",0,0.484666402328989,0,0.103183280465798,"YISHUN MRT STATION (NS13)/SEMBAWANG MRT STATION (NS11)",2,0.0416666666666667,0.0416666666666667
"NS13","Yishun","North South Line","NSL",13,"yishun",0,0.638700703097083,0,0.133990140619417,"KHATIB MRT STATION (NS14)/CANBERRA MRT STATION (NS12)",2,0.0416666666666667,0.0416666666666667
"NS14","Khatib","North South Line","NSL",14,"khatib",0,0.792735003865177,0,0.161672000773035,"YISHUN MRT STATION (NS13)",1,0.0208333333333333,0.0208333333333333
"NS15","Yio Chu Kang","North South Line","NSL",15,"yiochukang",0,0.542654884706141,0,0.108530976941228,NA,0,0,0
"NS16","Ang Mo Kio","North South Line","NSL",16,"angmokio",0,0.533379358670599,0,0.10667587173412,NA,0,0,0
"NS17","Bishan","North South Line","NSL",17,"bishan",1,0.397780235023676,0,0.458722713671402,"BISHAN MRT STATION (CC15)/BISHAN MRT STATION (NS17)/BRADDELL MRT STATION (NS18)/BRADDELL MRT STATION/UPPER THOMSON MRT STATION (TE8)/MARYMOUNT MRT STATION (CC16)/ANG MO KIO MRT STATION (NS16)/ANG MO KIO MRT STATION/LORONG CHUAN MRT STATION (CC14)",9,0.1875,0.194444444444444
"NS18","Braddell","North South Line","NSL",18,"braddell",0,0.395958926768381,0,0.113566785353676,"CALDECOTT MRT STATION (TE9)/BRADDELL MRT STATION (NS18)/CALDECOTT MRT STATION (CC17)/TOA PAYOH MRT STATION (NS19)/CALDECOTT MRT STATION/BISHAN MRT STATION (CC15)/BISHAN MRT STATION (NS17)/BISHAN MRT STATION/MARYMOUNT MRT STATION (CC16)/UPPER THOMSON MRT STATION (TE8)/MOUNT PLEASANT MRT STATION (TE10)",11,0.229166666666667,0.229166666666667
"NS19","Toa Payoh","North South Line","NSL",19,"toapayoh",0,0.487337006025314,0,0.0974674012050628,NA,0,0,0
"NS20","Novena","North South Line","NSL",20,"novena",0,0.426294674018194,0,0.154008934803639,"FARRER PARK MRT STATION (NE8)/FARRER PARK MRT STATION/MOUNT PLEASANT MRT STATION (TE10)/ROCHOR MRT STATION (DT13)/BENCOOLEN MRT STATION (DT21)/LITTLE INDIA MRT STATION (DT12)/LITTLE INDIA MRT STATION (NE7)/LITTLE INDIA MRT STATION/BUGIS MRT STATION (EW12)/JALAN BESAR MRT STATION (DT22)/BUGIS MRT STATION/CALDECOTT MRT STATION (TE9)/CALDECOTT MRT STATION (CC17)/CALDECOTT MRT STATION/NEWTON MRT STATION (DT11)/NEWTON MRT STATION (NS21)/NEWTON MRT STATION/BOON KENG MRT STATION (NE9)/BOON KENG MRT STATION/TOA PAYOH MRT STATION (NS19)/ORCHARD MRT STATION (NS22)/ORCHARD MRT STATION (TE14)",22,0.458333333333333,0.458333333333333
"NS21","Newton","North South Line","NSL",21,"newton",1,0.40593099439188,0,0.496811198878376,"ROCHOR MRT STATION (DT13)/BUGIS MRT STATION (EW12)/JALAN BESAR MRT STATION (DT22)/LITTLE INDIA MRT STATION (DT12)/LITTLE INDIA MRT STATION (NE7)/NEWTON MRT STATION (DT11)/NEWTON MRT STATION (NS21)/STEVENS MRT STATION (DT10)/STEVENS MRT STATION (TE11)/BUGIS MRT STATION/LITTLE INDIA MRT STATION/BUGIS MRT STATION (DT14)/FARRER PARK MRT STATION (NE8)/ORCHARD MRT STATION (NS22)/ORCHARD MRT STATION (TE14)/BOTANIC GARDENS MRT STATION (CC19)/BOTANIC GARDENS MRT STATION (DT9)/BOTANIC GARDENS MRT STATION/NOVENA MRT STATION (NS20)/SOMERSET MRT STATION (NS23)/SOMERSET MRT STATION",21,0.4375,0.4375
"NS22","Orchard","North South Line","NSL",22,"orchard",1,0.58848480043059,0,0.533321960086118,"SOMERSET MRT STATION (NS23)/DHOBY GHAUT MRT STATION (NS24)/DHOBY GHAUT MRT STATION (CC1)/BENCOOLEN MRT STATION (DT21)/BRAS BASAH MRT STATION (CC2)/NEWTON MRT STATION (DT11)/NEWTON MRT STATION (NS21)/DHOBY GHAUT MRT STATION (NE6)/ORCHARD MRT STATION (TE14)/SOMERSET MRT STATION/NEWTON MRT STATION/FORT CANNING MRT STATION (DT20)/NAPIER MRT STATION (TE12)/ORCHARD BOULEVARD MRT STATION (TE13)/HAVELOCK MRT STATION (TE16)/GREAT WORLD MRT STATION (TE15)/STEVENS MRT STATION (DT10)/STEVENS MRT STATION (TE11)/NOVENA MRT STATION (NS20)/TIONG BAHRU MRT STATION (EW17)/TIONG BAHRU MRT STATION",21,0.4375,0.4375
"NS23","Somerset","North South Line","NSL",23,"somerset",0,0.580990860984081,0.00246913580246914,0.220063912937557,"SOMERSET MRT STATION (NS23)/DHOBY GHAUT MRT STATION (NS24)/DHOBY GHAUT MRT STATION (CC1)/CITY HALL MRT STATION (EW13 / NS25)/BENCOOLEN MRT STATION (DT21)/BRAS BASAH MRT STATION (CC2)/ESPLANADE MRT STATION (CC3)/ORCHARD BOULEVARD MRT STATION (TE13)/DHOBY GHAUT MRT STATION (NE6)/ORCHARD MRT STATION (NS22)/ORCHARD MRT STATION (TE14)/CITY HALL MRT STATION/HAVELOCK MRT STATION (TE16)/FORT CANNING MRT STATION (DT20)/CLARKE QUAY MRT STATION (NE5)/CLARKE QUAY MRT STATION/CHINATOWN MRT STATION (DT19)/CHINATOWN MRT STATION (NE4)/CHINATOWN MRT STATION/BUGIS MRT STATION (DT14)/BUGIS MRT STATION (EW12)/BUGIS MRT STATION/ROCHOR MRT STATION (DT13)/JALAN BESAR MRT STATION (DT22)/LITTLE INDIA MRT STATION (DT12)/LITTLE INDIA MRT STATION (NE7)/LITTLE INDIA MRT STATION/NEWTON MRT STATION (DT11)/NEWTON MRT STATION (NS21)/NEWTON MRT STATION/NAPIER MRT STATION (TE12)/GREAT WORLD MRT STATION (TE15)/TIONG BAHRU MRT STATION (EW17)/TIONG BAHRU MRT STATION",34,0.708333333333333,0.6875
"NS24","Dhoby Ghaut","North South Line","NSL",24,"dhobyghaut",1,0.61542794822742,0.0318181818181818,0.482631044190939,NA,0,0,0
"NS25","City Hall","North South Line","NSL",25,"cityhall",1,0.753754960028151,0.0282828282828283,0.509235840490479,NA,0,0,0
"NS26","Raffles Place","North South Line","NSL",26,"rafflesplace",1,0.643184019682095,0.0253333333333333,0.486236803936419,NA,0,0,0
"NS27","Marina Bay","North South Line","NSL",27,"marinabay",1,0.555332938687921,0.0358974358974359,0.471835818506815,NA,0,0,0
"NS28","Marina South Pier","North South Line","NSL",28,"marinasouthpier",0,0.161555467442996,0.0933333333333333,0.0603110934885993,NA,0,0,0
"TE1","Woodlands North","Thomson East Coast Line","TEL",1,"woodlandsnorth",0,NA,NA,NA,NA,NA,NA,NA
"TE2","Woodlands","Thomson East Coast Line","TEL",2,"woodlands",1,0.588321063582374,0,0.480164212716475,"WOODLANDS MRT STATION (TE2)/MARSILING MRT STATION (NS8)/ADMIRALTY MRT STATION (NS10)/WOODLANDS SOUTH MRT STATION (TE3)",4,0.0833333333333333,0.0833333333333333
"TE3","Woodlands South","Thomson East Coast Line","TEL",3,"woodlandssouth",0,0.28958514628481,0,0.057917029256962,NA,0,0,0
"TE4","Springleaf","Thomson East Coast Line","TEL",4,"springleaf",0,NA,NA,NA,NA,NA,NA,NA
"TE5","Lentor","Thomson East Coast Line","TEL",5,"lentor",0,0.370362880006308,0,0.0803225760012616,"YIO CHU KANG MRT STATION (NS15)/MAYFLOWER MRT STATION (TE6)",2,0.0416666666666667,0.0416666666666667
"TE6","Mayflower","Thomson East Coast Line","TEL",6,"mayflower",0,0.477145235654087,0,0.111054047130817,"LENTOR MRT STATION (TE5)/ANG MO KIO MRT STATION (NS16)/ANG MO KIO MRT STATION/BRIGHT HILL MRT STATION (TE7)/YIO CHU KANG MRT STATION (NS15)",5,0.104166666666667,0.104166666666667
"TE7","Bright Hill","Thomson East Coast Line","TEL",7,"brighthill",0,0.443122269046914,0,0.0886244538093827,NA,0,0,0
"TE8","Upper Thomson","Thomson East Coast Line","TEL",8,"upperthomson",0,0.407356628409215,0,0.0814713256818431,NA,0,0,0
"TE9","Caldecott","Thomson East Coast Line","TEL",9,"caldecott",1,0.459197062273348,0,0.46996441245467,"CALDECOTT MRT STATION (TE9)/CALDECOTT MRT STATION (CC17)/MARYMOUNT MRT STATION (CC16)/MOUNT PLEASANT MRT STATION (TE10)/BRADDELL MRT STATION (NS18)/NOVENA MRT STATION (NS20)/BRADDELL MRT STATION/TOA PAYOH MRT STATION (NS19)/UPPER THOMSON MRT STATION (TE8)",9,0.1875,0.1875
"TE11","Stevens","Thomson East Coast Line","TEL",11,"stevens",1,0.44595346945821,0,0.479815693891642,"BOTANIC GARDENS MRT STATION (CC19)/NEWTON MRT STATION (DT11)/NEWTON MRT STATION (NS21)/BOTANIC GARDENS MRT STATION (DT9)/STEVENS MRT STATION (TE11)/BOTANIC GARDENS MRT STATION/NEWTON MRT STATION/TAN KAH KEE MRT STATION (DT8)/TAN KAH KEE MRT STATION/FARRER ROAD MRT STATION (CC20)/MOUNT PLEASANT MRT STATION (TE10)/ORCHARD MRT STATION (NS22)/ORCHARD MRT STATION (TE14)",13,0.270833333333333,0.270833333333333
"TE12","Napier","Thomson East Coast Line","TEL",12,"napier",0,0.387308880497192,0.0333333333333333,0.112461776099438,"ORCHARD BOULEVARD MRT STATION (TE13)/ORCHARD MRT STATION (NS22)/ORCHARD MRT STATION (TE14)/GREAT WORLD MRT STATION (TE15)/SOMERSET MRT STATION (NS23)/SOMERSET MRT STATION/FARRER ROAD MRT STATION (CC20)/REDHILL MRT STATION (EW18)",8,0.166666666666667,0.166666666666667
"TE13","Orchard Boulevard","Thomson East Coast Line","TEL",13,"orchardboulevard",0,0.423602943724088,0.0333333333333333,0.0947205887448176,NA,0,0,0
"TE14","Orchard","Thomson East Coast Line","TEL",14,"orchard",1,0.58848480043059,0,0.533321960086118,"SOMERSET MRT STATION (NS23)/DHOBY GHAUT MRT STATION (NS24)/DHOBY GHAUT MRT STATION (CC1)/BENCOOLEN MRT STATION (DT21)/BRAS BASAH MRT STATION (CC2)/NEWTON MRT STATION (DT11)/NEWTON MRT STATION (NS21)/DHOBY GHAUT MRT STATION (NE6)/ORCHARD MRT STATION (TE14)/SOMERSET MRT STATION/NEWTON MRT STATION/FORT CANNING MRT STATION (DT20)/NAPIER MRT STATION (TE12)/ORCHARD BOULEVARD MRT STATION (TE13)/HAVELOCK MRT STATION (TE16)/GREAT WORLD MRT STATION (TE15)/STEVENS MRT STATION (DT10)/STEVENS MRT STATION (TE11)/NOVENA MRT STATION (NS20)/TIONG BAHRU MRT STATION (EW17)/TIONG BAHRU MRT STATION",21,0.4375,0.4375
"TE15","Great World","Thomson East Coast Line","TEL",15,"greatworld",0,0.435928077107258,0,0.0871856154214517,NA,0,0,0
"TE16","Havelock","Thomson East Coast Line","TEL",16,"havelock",0,0.444881628891392,0,0.192101325778278,"OUTRAM PARK MRT STATION (NE3)/PRINCE EDWARD ROAD MRT STATION (CC32)/TANJONG PAGAR MRT STATION (EW15)/OUTRAM PARK MRT STATION (EW16)/OUTRAM PARK MRT STATION (TE17)/TIONG BAHRU MRT STATION (EW17)/GREAT WORLD MRT STATION (TE15)/OUTRAM PARK MRT STATION/TIONG BAHRU MRT STATION/CANTONMENT MRT STATION (CC31)/CHINATOWN MRT STATION (DT19)/CHINATOWN MRT STATION (NE4)/CLARKE QUAY MRT STATION (NE5)/MAXWELL MRT STATION (TE18)/FORT CANNING MRT STATION (DT20)/CHINATOWN MRT STATION/CLARKE QUAY MRT STATION/REDHILL MRT STATION (EW18)/TELOK AYER MRT STATION (DT18)/DHOBY GHAUT MRT STATION (NS24)/DHOBY GHAUT MRT STATION (CC1)/DHOBY GHAUT MRT STATION (NE6)/ORCHARD MRT STATION (NS22)/ORCHARD MRT STATION (TE14)/ORCHARD BOULEVARD MRT STATION (TE13)/SOMERSET MRT STATION (NS23)/SOMERSET MRT STATION/SHENTON WAY MRT STATION (TE19)/RAFFLES PLACE MRT STATION (EW14 / NS26)/RAFFLES PLACE MRT STATION/CITY HALL MRT STATION (EW13 / NS25)/BRAS BASAH MRT STATION (CC2)/CITY HALL MRT STATION",33,0.6875,0.6875
"TE17","Outram Park","Thomson East Coast Line","TEL",17,"outrampark",1,0.586356565222009,0.00277777777777778,0.468104646377735,NA,0,0,0
"TE18","Maxwell","Thomson East Coast Line","TEL",18,"maxwell",0,0.617599470548542,0.0345679012345679,0.255765264480079,"SHENTON WAY MRT STATION (TE19)/DOWNTOWN MRT STATION (DT17)/RAFFLES PLACE MRT STATION (EW14 / NS26)/TELOK AYER MRT STATION (DT18)/CANTONMENT MRT STATION (CC31)/PRINCE EDWARD ROAD MRT STATION (CC32)/TANJONG PAGAR MRT STATION (EW15)/CITY HALL MRT STATION (EW13 / NS25)/ESPLANADE MRT STATION (CC3)/RAFFLES PLACE MRT STATION/CITY HALL MRT STATION/CHINATOWN MRT STATION (DT19)/CHINATOWN MRT STATION (NE4)/CLARKE QUAY MRT STATION (NE5)/CHINATOWN MRT STATION/CLARKE QUAY MRT STATION/MARINA BAY MRT STATION (CE2)/MARINA BAY MRT STATION (NS27)/BAYFRONT MRT STATION (DT16 / CE1)/MARINA SOUTH MRT STATION (TE21)/MARINA BAY MRT STATION/OUTRAM PARK MRT STATION (NE3)/OUTRAM PARK MRT STATION (EW16)/OUTRAM PARK MRT STATION (TE17)/OUTRAM PARK MRT STATION/KEPPEL MRT STATION (CC30)/BRAS BASAH MRT STATION (CC2)/FORT CANNING MRT STATION (DT20)/DHOBY GHAUT MRT STATION (NS24)/DHOBY GHAUT MRT STATION (CC1)/DHOBY GHAUT MRT STATION (NE6)/HAVELOCK MRT STATION (TE16)/TIONG BAHRU MRT STATION (EW17)/BENCOOLEN MRT STATION (DT21)/TIONG BAHRU MRT STATION/GREAT WORLD MRT STATION (TE15)/BUGIS MRT STATION (DT14)/BUGIS MRT STATION (EW12)/BUGIS MRT STATION",39,0.8125,0.8125
"TE19","Shenton Way","Thomson East Coast Line","TEL",19,"shentonway",0,0.607451911526894,0.0373333333333333,0.132690382305379,NA,0,0,0
"TE20","Marina Bay","Thomson East Coast Line","TEL",20,"marinabay",1,0.555332938687921,0.0358974358974359,0.471835818506815,NA,0,0,0
"TE22","Gardens by The Bay","Thomson East Coast Line","TEL",22,"gardensbythebay",0,0.161555467442996,0,0.0323110934885993,NA,0,0,0
"TE23","Tanjong Rhu","Thomson East Coast Line","TEL",23,"tanjongrhu",0,0.265959173724652,0,0.0531918347449304,NA,0,0,0
"TE24","Katong Park","Thomson East Coast Line","TEL",24,"katongpark",0,0.399615263570554,0,0.0799230527141109,NA,0,0,0
"TE25","Tanjong Katong","Thomson East Coast Line","TEL",25,"tanjongkatong",0,0.567613495648796,0,0.113522699129759,NA,0,0,0
"TE26","Marine Parade","Thomson East Coast Line","TEL",26,"marineparade",0,0.555947860890877,0,0.111189572178175,NA,0,0,0
"TE27","Marine Terrace","Thomson East Coast Line","TEL",27,"marineterrace",0,0.586563674670171,0,0.117312734934034,NA,0,0,0
"TE28","Siglap","Thomson East Coast Line","TEL",28,"siglap",0,0.60117404703268,0,0.132734809406536,"MARINE TERRACE MRT STATION (TE27)/BEDOK MRT STATION (EW5)/BAYSHORE MRT STATION (TE29)/BEDOK SOUTH MRT STATION (TE30)",4,0.0833333333333333,0.0833333333333333
"TE29","Bayshore","Thomson East Coast Line","TEL",29,"bayshore",0,0.438226295367032,0,0.103270259073406,"SIGLAP MRT STATION (TE28)/BEDOK SOUTH MRT STATION (TE30)/BEDOK MRT STATION (EW5)/TANAH MERAH MRT STATION (EW4)/SUNGEI BEDOK MRT STATION (TE31 / DT37)",5,0.104166666666667,0.104166666666667
